InteractorA,InteractorB,Label
Q9P244,Q6NUQ1,0
Q9NZ43,Q9HCE1,0
Q9BYZ6,O60306,1
Q9FHQ6,Q9LJX0,1
Q15714,P09497,0
Q5JTZ9,Q6UB35,1
Q8IZ40,Q8N8D1,0
Q96RR1,P18615,0
P25788,Q00887,0
Q9FI78,Q1EC66,1
O43556,Q16143,0
Q96CV9,Q0P5N6,1
Q94A76,Q9M8S6,1
P60002,O60828,0
Q9UBT2,P08240,1
P61026,Q9BX70,0
P0CB21,Q9M2J9,1
P07948,O95503,1
Q13625,O75031,1
Q38796,O82804,1
P43403,Q01844,0
Q9UPQ4,Q96AX1,1
O75955,Q9UQ90,0
P68104,P56945,0
Q13554,P78362,0
O43583,Q9BYN8,0
Q9C0F1,Q9NZ43,0
Q9BXM7,Q92567,0
Q9BST9,Q9NRR6,1
Q9BRS2,O60341,1
O81126,Q9M1U4,1
Q9NPJ6,Q8IUH3,0
Q12772,Q9Y508,0
P05090,Q9P0W2,0
Q84TI6,Q7XYY2,1
Q9Y223,P04264,0
Q9ZV15,Q9FLV9,1
Q9FIF5,O22264,1
Q9H0A6,Q6ZW49,1
Q9FGX2,O22763,1
Q8NHH9,Q8NEM0,0
P08107,P07108,0
Q96CV9,Q8N6T3,1
Q12986,Q86UY6,0
P05023,Q9Y295,0
Q99816,Q9H4P4,1
Q8WWX0,Q9GZT3,1
Q9Y6Q5,P23246,0
Q99436,O95760,0
O94906,Q92805,0
Q9H270,Q9HC52,0
O75323,Q99623,1
Q9LVU1,O23164,1
P31948,P00558,1
P50402,Q9Y5M8,1
Q02978,Q67FW5,0
Q96GM8,O95376,0
Q9LK57,Q8LFC0,1
Q8W4H8,Q9SIZ4,1
O00559,O75410,1
O95630,Q969H8,0
O95639,O43252,0
P28288,Q86V48,0
Q14137,Q9NNW5,0
Q9T0A0,Q06611,1
Q86UY6,Q9NW13,0
Q13526,P29590,1
Q96MY7,Q53EZ4,1
Q39237,Q8L746,1
C0LGW2,Q0WNY5,1
Q9NQW7,Q09013,0
Q6IQ23,P46934,0
P49692,Q08770,1
Q9NRW7,Q96S44,0
Q39025,Q9C9I2,1
P62258,P23508,0
Q9BXW9,O00541,1
P09466,O43252,0
Q8H124,Q9C889,1
P51116,P30084,1
Q13387,O14733,1
P19838,Q5T9A4,1
Q8IZ08,O95831,0
Q8LBH4,P18064,1
Q9C835,Q3ECP7,1
Q14695,P30084,0
Q38879,Q3E9D5,1
Q9M3C3,P16181,1
Q9FIX8,Q8LPR5,1
Q9NRD5,Q13625,0
Q9H981,O96019,1
Q9M3C3,P51419,1
P35052,Q8NEZ2,0
Q7Z2W4,P19075,0
Q13148,Q9NS87,0
Q14152,Q9NRA8,1
Q9NWB7,P27824,0
Q39237,Q8GXM7,1
P21860,P51690,0
P19367,Q06609,0
Q9HCE7,O14818,0
P33543,Q9FN93,1
P35568,Q13191,1
Q147G5,Q84TI6,1
Q8TBK6,O75674,0
Q9BX63,Q15051,0
Q92805,P50542,1
Q8NDT2,Q13838,1
Q8WXA9,P19174,0
P54887,Q9LM91,1
P54252,P12956,1
P62995,Q01081,1
P56757,Q1EC66,1
P30187,Q9FGX2,1
O75400,O15213,0
Q9LY32,Q9SQH9,1
P37268,P49448,0
Q14558,Q9BV38,0
Q14596,O14976,1
Q5XPI4,Q13625,0
P22061,Q8IYI6,0
A6NHG4,Q9NQU5,0
Q42340,Q9SIP7,1
P07858,P10916,0
O22779,Q01525,1
Q9HA65,Q5QP82,0
O43663,P24539,1
Q9UM54,Q8TCE6,0
P14713,Q43125,1
Q7Z5N2,Q6IAV4,0
Q9NWF9,O75031,0
Q9C5I3,Q0WV90,1
Q96BZ8,Q9NXK8,0
Q9M352,Q93W22,1
P21246,P38936,0
P14314,Q9H8G2,0
Q9BVK6,Q9Y295,0
Q08945,O75427,0
Q9LP45,Q9C774,1
Q969S9,P30084,1
Q13501,Q9Y333,0
Q9BZW7,Q16512,1
P51957,P43243,1
P43235,Q9GZM7,0
F4I8R6,P48000,1
O14717,Q9H095,0
P35568,P46108,1
O14974,Q9BTE6,1
P14866,P36639,0
Q9H0M0,Q9UHW5,1
P17839,Q38897,1
Q9ZUB3,Q9ZUB3,1
P51149,P28288,1
Q9LHP1,Q93VT9,1
Q13825,O94874,0
Q84JP1,Q9FMV5,1
Q9BVJ6,P23193,1
Q9BWG6,Q96CV9,0
O43752,Q16566,0
Q13418,P08559,0
Q9BYN8,Q9ULJ1,0
Q92782,Q15119,0
P68871,Q96KR7-3,0
O80809,Q9C653,1
Q9BPW8,Q99612,0
P46199,P36957,1
P34947,P30622,0
P42752,O23249,1
P51116,O00217,0
P04629,Q9BTW9,1
P49204,O22254,1
Q9C9A6,Q2V452,1
P36507,Q6PJI9,1
F4KGY6,Q8LAV5,1
O23710,O81146,1
P17094,P46286,1
Q9H5Z6,P62258,0
O75934,Q9P2D0,0
Q8NFP7,O94864,0
Q10589,A6NEM1,0
P09326,P60520,0
Q12905,Q9BY11,0
P33993,O75127,0
P22061,Q9P0K7,0
Q9HAU0,P17931,0
O94874,P13995,1
P07602,O15304,0
Q9BRS2,Q13873,0
Q9LZH9,Q9FFK1,1
Q96AC1,Q8NFZ5,0
Q9UNP9,Q8WXF1,0
P93819,P48348,1
O60383,P61289,0
O00291,Q15119,0
Q24JK4,Q84JE8,1
Q9LSX9,Q94BT6,1
Q9UQ53,O94818,0
Q84JF4,Q38869,1
P30085,P07948,0
Q9LZH9,Q940B0,1
Q70UQ0,P23508,0
Q42340,P51430,1
O43504,Q7RU07,0
Q92624,O95232,0
P78362,Q8NBJ4,0
Q8LPR5,P35631,1
Q9H270,Q9UQL6,0
Q9C835,O22622,1
P38606,Q9HCE1,0
O75955,Q99700,0
P56962,Q92597,1
Q9C5X0,Q9ZTX8,1
Q9H0Q3,P20042,0
P35568,Q15637,0
Q9NYG5,P19021,0
P07900,Q96K37,0
P25786,Q07912-1,0
Q7Z7L1,P46934,0
O95817,O14818,1
Q14318,Q9HCE1,0
Q9Y383,O43933,0
O76081,Q8TF76,0
Q96CV9,Q9Y6K9,1
Q9NSP4,Q12846,1
O95235,P04629,0
Q96G01,Q5XPI4,0
Q92905,Q9NPI1,1
Q9BZF9,Q6NSJ2,0
Q12772,Q6IBS0,0
Q96RP9,Q8N983,1
O22932,Q9SJN0,1
P52815,A8MTZ0,0
Q08117,Q9H1D9,0
Q9BYF1,Q5JSH3,1
Q8WVR3,P25445,0
Q53H47,Q8NBJ7,0
Q8NG50,Q9BWG6,1
Q86VQ0,Q02241,0
P22234,Q69YU3,0
Q99623,Q08AD1,0
Q9UNF0,Q9BWF3,0
P68400,P02649,1
Q13546,O95271,0
Q9Y2Z9,Q96AB3,0
Q15907,Q16836,1
P10636,Q8WWM7,0
Q6ZMZ3,P51617,1
O00161,P19838,0
Q5TCZ1,O75083,0
Q15831,Q7L190,0
Q8N4Y2,Q8TBB1,1
Q4G0J3,Q14974,1
O95072,Q9UNE7,1
O95907,Q96C92,0
Q8RUF8,O82663,1
O95817,Q9HCD5,0
P43034,P61077,0
O95897,Q6EER8,0
Q9H0M0,Q15758,1
P49757,O60826,0
P14866,Q4VC05,0
P24844,Q96NT1,0
Q67XJ2,Q9ZPW3,1
P50613,O14818,0
Q9H8V3,P09619,0
Q6IPR3,Q99590,0
Q96MW5,P16152,0
P20290,P13569,0
Q9LTX9,Q9LKA3,1
Q75LP0,P49675,0
Q9Y296,P68871,0
Q9SRK6,Q93W22,1
P60468,Q27J81,1
Q9ASS6,P42643,1
P46639,Q6X7J9,1
Q9H3H1,P51948,0
Q86WU2,O43264,1
O43583,Q8NBJ4,0
P62191,P42338,0
Q6GVN4,Q14761,0
P40763,Q8WVV9,0
Q7Z3B4,Q9NSC5,1
Q14142,P33992,1
P46639,O23138,1
O75934,O15357,1
P35712,Q4VC05,1
Q9LZW2,P48731,1
Q96GD3,O43390,0
P52272,O75665,0
Q9BXW9,P00558,1
P08621,Q9BYD3,1
Q96BT1,Q9NXF1,1
P28066,Q9BQ67,0
Q9NZ72,O95760,0
P41916,Q9LMK7,1
Q9P2H0,P07237,0
Q700D0,Q0WNR2,1
O95166,P10916,0
Q15276,P04264,0
Q96QD8,Q9C099,0
Q9STR1,Q42374,1
O95907,Q69YN2,0
Q9P289,Q13724,0
Q9P2N6,Q96A57,0
Q7L190,Q96K37,0
P62341,O43240,0
Q9Y276,P17600,0
Q9P2K9,P50570,0
O24646,P14713,1
Q00987,P46934,1
O75935,Q92797,1
Q13131,Q96RR4,1
O14798,Q13387,0
O15145,P02774,0
P23416,P14678,0
Q5MNZ9,P36543,0
O95832,P49675,0
Q13825,P61221,0
P21579,Q02363,0
P09874,Q3KQU3,0
P59467,Q9C688,1
Q92905,Q9Y263,1
P43297,Q9S752,1
P11362,P20290,0
O95817,Q9BRX2,1
O43255,P06733,0
Q96QE5,Q9Y6G3,0
Q9H981,Q5QP82,1
O76071,P61218,0
Q8NHV4,Q6P1L5,1
O00161,O15269,0
Q15029,Q13501,0
Q9LZH9,Q93VT9,1
Q9HD33,Q15139,0
Q39008,Q94A06,1
Q9P2R3,Q9UNK0,1
Q03468,Q9UBE0,1
Q9Y297,P14866,0
Q9C6M5,Q27GK7,1
O75031,Q53EZ4,1
Q944J0,Q9SIA5,1
Q38874,Q9LZM8,1
Q9Y285,Q9BX70,0
Q05519,P10636,0
Q9UQ03,Q9Y2M5,0
O76027,P06396,0
Q8WXK3,Q6IAM7,0
O15315,Q15029,0
P52594,Q9NYB9,0
Q9LVU1,Q9ZT63,1
Q12809,Q9UQL6,0
Q53EL6,P42566,0
Q9BRS2,Q96GG9,0
Q9Y680,O95072,0
O75807,P16870,0
Q0P6H9,Q9Y333,0
P14866,Q8IXZ2,0
Q5HZ36,P93007,1
Q15714,Q96T76,1
O22467,P93831,1
Q96I30,Q15011,0
Q9SZU7,Q9SP35,1
P07910,P46734,0
Q04912,P62258,1
Q12852,P39748,0
O60671,Q8TAF3,1
Q9LXG1,Q06611,1
Q86XS8,Q9UMS0,0
Q9LK50,P42643,1
Q08426,Q15025,1
Q9SZL8,Q9SZL7,1
Q96PX1,P62826,1
Q9BQ95,Q96N11,0
Q96DV4,O15209,0
O43390,P25786,0
Q6PJI9,Q13322,1
Q96QF0,P09874,0
Q15029,O95817,1
Q8WU79,Q9Y6D9,0
Q8TEX9,Q9BXW9,1
Q42112,Q4PSL7,1
P27450,P27450,1
Q8L8A5,Q9ZQ12,1
Q92567,P33981,0
Q12959,P11274,1
Q9P1W9,Q9ULC4,0
P62316,O60493,0
P22459,Q96EY7,0
P41279,Q6VAB6,1
O15294,Q86U42,1
P51149,Q99558,0
Q13239,P51965,0
O15294,Q9BTE6,1
Q67FW5,O95994,0
Q9SL93,Q9LZZ2,1
Q8RWF0,Q93Y35,1
P42704,Q53GS7,0
Q0IGM7,Q9SGS2,1
Q9FN94,Q9LP77,1
Q8IZL8,Q9BV38,1
Q99873,O95696,0
Q9NR56,O95361,1
Q96RQ1,Q9NYM9,1
Q9FJP6,Q39086,1
Q96CV9,Q99683,0
Q12824,P00390,0
Q9NQB0,Q14318,0
Q00653,Q9UQL6,1
Q15714,Q9Y2H0,0
O14964,Q969H0,0
Q8IZ08,Q9UH62,0
Q96CA5,P61421,0
Q9UJ41,O75146,0
P17600,P46108,1
Q9UQ80,Q9Y6K9,1
Q9UNE7,P06213,1
Q13838,Q9H169,0
Q9Y5X1,P61978,1
Q9NRI5,Q01844,1
Q9FIE8,Q1EC66,1
Q14807,Q9NSP4,0
Q9H8U3,P63162,0
Q9UNH7,Q9P2R7,0
P0CB21,Q9SY29,1
P08631,O14775,0
Q9NWW0,Q99417,0
P36894,Q9HCE7,1
Q6ZN54,P15056,0
Q8IYB5,Q9UHD2,0
P14091,Q99719,0
P59467,O64647,1
Q9LMN8,Q9ZU96,1
O60308,Q9NRA8,0
Q9T029,Q06611,1
Q13131,Q7Z699,1
Q9NUJ1,Q96RQ3,1
Q9SHZ6,Q8L9Y3,1
Q13616,P34897,1
Q9SHI7,Q9ASS4,1
P50402,Q6IC98,1
P29590,Q15287,0
Q12849,Q96EH3,1
Q8IXR5,Q14318,0
O14744,P31942,0
O15228,Q96IZ7,0
Q14790,P24593,0
Q9Y3C5,P42566,1
Q6I9S2,P30084,0
Q9Y233,P61313,0
Q96MW5,Q8NBJ4,0
Q9Y2X7,Q08170,0
Q92974,P62258,1
Q8RVQ9,Q8VYZ0,1
Q6PHR2,Q16543,1
P21246,P11169,0
P40926,Q14203,0
Q9ZUL7,Q9LK09,1
P58215,P15882,0
Q39022,Q8GXL7,1
Q96EH3,P51991,0
O94906,Q9UJC3,1
Q86SQ0,Q14258,0
Q8WVB3,Q9HD15,0
Q9Y4Y9,P62310,1
Q96GM8,O75348,0
Q9BUL8,Q13033,1
O43542,Q9Y2D8,1
O22715,Q9ZUI6,1
Q13501,Q15427,0
O22207,P48348,1
P26641,P55212,0
Q8IUD2,P14678,0
P08559,Q5U5X0,1
Q9HCM9,Q9NRI5,0
Q9FI56,Q38869,1
P43235,Q8IX85,0
Q9FLU1,P43254,1
Q9FN37,C0LGR9,1
P49677,Q38826,1
P35475,P32969,0
Q8NFZ5,Q3KQU3,0
O75832,Q15831,0
P10636,O94874,0
Q9NRL3,Q9UNH7,0
Q86TW2,P47756,0
P05129,P25098,1
P00540,Q8WUY9,0
P62995,Q9Y6S9,0
Q93VM8,Q9LIC7,1
Q15029,Q92974,1
Q9C5C0,Q17TI5,1
Q86UY6,Q92804,1
O80915,Q9C6B3,1
Q8IX03,Q96QD9,0
Q9UGU5,Q8TD31,1
P84090,P18124,0
O14775,O75525,0
P62873,Q14566,0
Q15020,Q9GZY8,0
Q9P289,P09211,0
Q13469,P50402,1
Q9P2R3,Q9H4B6,0
P52815,P55789,0
Q96E11,P06576,1
Q5VWQ8,Q15036,1
P55072,P18754,0
Q9UBU8,P02649,0
Q8N8Q3,Q9H1D9,0
O60671,P41567,0
Q9NWN3,P32780,0
P15559,Q9BZV1,0
Q8RX29,Q94JW8,1
P25858,Q9C5Y0,1
P36957,P52926,1
Q6P1K2,Q13033,1
Q07912,Q9NVI1,0
Q8TD10,P00540,1
Q15605,P78537,0
Q9SHI7,Q6NKQ9,1
P62316,Q8TAF3,1
P52732,Q00341,1
Q9S7I6,Q8LPS5,1
Q14498,Q96EP5,1
Q9P2K9,P17480,0
Q9M8T6,Q9FKT5,1
Q93052,Q9UNF1,0
P08581,Q99570,0
Q16512,Q9NSC5,1
Q9LM33,Q8GV05,1
Q13561,P50591,0
Q86VP1,Q86TG7,1
P25788,Q9NPF5,0
Q9Y6G9,O15016,0
Q9UNN5,Q9GZM7,0
Q9ULH1,Q92925,0
P50897,Q6ZR37,1
P98175,Q9ULX9,0
Q14684,Q9Y383,1
Q13387,P23246,0
O96024,P51513,0
Q92769,Q9H0H5,1
Q8WVV9,Q13137,1
P52815,Q92599,1
Q6ZU80,O94972,1
P36776,O75027,1
O43586,Q96EZ8,1
Q99750,Q86YD1,0
O81057,O49421,1
Q9NQW6,Q9NRG9,1
Q8TES7,O75665,1
Q9FK10,Q42371,1
Q86UY6,P61289,1
Q93VJ4,O80482,1
P93046,O80803,1
Q15714,Q9C0E8,0
O75616,Q9C0F1,1
O75569,Q92692,0
O75208,Q8TCJ0,0
P51665,Q99436,1
Q9LU15,Q9C995,1
P04843,P51149,1
Q92734,Q969Z0,0
O75791,Q9ULH1,1
P19174,P35916,0
O24407,Q9ZSY8,1
P34066,Q8VWK0,1
Q9M339,O48549,1
Q96DV4,Q13200,0
P30622,Q9Y5K6,0
Q9SUQ2,Q9M374,1
Q7Z2W4,Q14444,1
Q5XPI4,Q9ULJ7,0
O75533,Q13620,0
Q96AX1,Q9NYJ8,1
O22715,Q84K16,1
O75665,O75665,0
Q84QC2,Q9FIF5,1
Q15118,P42336,1
Q15029,P52732,1
O82617,Q8GXL7,1
O49499,Q9LK09,1
Q9FJA2,Q9FX53,1
P29590,Q9UGU5,1
Q86Y33,P17600,0
Q9FMT4,Q9SLH3,1
Q9HC77,Q9BVS4,1
Q9BWH2,P18615,0
Q5T124,P14678,1
Q96CN9,Q93034,0
Q13352,Q15843,0
P46937,P25705,1
P02775,Q8N5U6,0
P25859,P25859,1
P93004,Q08733,1
Q9BXM7,Q9BYZ2,1
Q15528,P50570,0
P51116,O14936,0
Q9XFM0,Q38831,1
Q16827,Q7L099,0
Q39140,Q9SX27,1
P48000,Q9SJ56,1
Q9GZT3,O75616,1
Q96DI7,P50453,0
O75530,Q9BZJ0,1
Q6PKC3,Q05397,0
O81445,O65554,1
Q9M8X9,Q9FLF0,1
Q9SX52,Q9LU77,1
P38418,O23252,1
Q9NRL3,P30154,1
Q9NUT2,Q99685,0
P14373,Q9BT92,1
Q13123,Q9NPH2,0
Q9ULJ1,O60315,0
Q9NQW6,O00212,0
Q01844,Q7Z7L1,0
Q86TM6,Q96JB5,1
Q9LQT8,Q9SJT1,1
Q9UI36,Q6P2C8,0
P60033,Q6P1K2,0
Q9UPN9,Q86X02,0
Q969H0,Q9NX70,1
P52735,P36507,0
Q68CZ1,Q02241,1
Q13526,Q8TBK6,1
O43482,Q9Y6H1,1
Q9LTT3,Q84TK1,1
Q58EX7,Q13671,1
Q9NQW6,Q8WVB6,0
P61247,P56282,0
Q9H0Q3,O15530,0
Q86VM9,Q99623,1
Q93091,A1L0T0,0
P68104,P98175,0
Q9HA47,Q96SN7,0
Q700D0,Q39264,1
Q8LAT0,O64647,1
Q9Y5X3,P55209,0
P07858,Q15406,0
Q6XJG8,Q1EC66,1
Q93015,P42025,0
P62701,P24666,0
O60282,P31942,0
P14324,Q6UB35,0
Q96292,Q8RWH9,1
O95271,O15169,1
Q8TAQ2,Q9BTW9,0
Q9NPJ6,Q92870,0
Q9UBC2,Q01844,0
Q9FE58,Q9LZ57,1
Q9SEZ1,Q9FRL5,1
P56945,Q99661,1
Q66LE6,Q12972,0
P27144,Q6ZMI0,0
Q9H8W5,P28066,0
P51149,Q13523,0
Q9M8X9,P42733,1
Q4G0J3,Q9NW13,1
P55060,Q13263,0
Q9BTW9,Q15907,0
Q9BYZ6,Q9NX08,0
Q93VH9,P42791,1
O14678,Q96JF6,0
Q5T8D3,P31948,1
Q07666,Q969U7,0
Q9FN93,Q9SH71,1
P93004,Q06611,1
Q16643,Q9HC74,0
P25786,P01270,0
O14744,Q96MT8,0
O04197,Q9LVI4,1
Q96AW1,Q6I9Y2,0
O60674,O75530,0
O14678,Q99653,0
P14866,Q8N8Q3,0
O00329,P55209,0
Q14318,Q5T8D3,1
P00558,P12956,0
Q96P48,O43312,0
Q9Y2X7,Q9Y295,0
Q32NC0,P30622,1
P22670,O95169,0
Q9NY26,Q00887,0
P49593,Q02978,0
P31689,P53992,1
Q92692,P46783,0
P14866,Q12959,1
Q9SEZ1,Q8LFD3,1
Q07473,Q1EC66,1
Q8IUH5,Q5W5X9,1
P14866,Q9Y4G2,1
P61956,P32121,0
Q969G3,Q8NHQ1,1
Q13564,Q8WVB3,0
P61289,P45973,0
P52429,Q9BVG8,0
Q969H0,Q9UNM6,0
Q86VM9,Q9BTD8,1
O43752,Q9H0X6,0
Q8LAW2,Q39255,1
O15169,Q9GZV5,1
Q9NXB0,Q9BX70,0
Q9SNB8,Q9C6V3,1
Q8IYF3,Q96B97,0
Q8LFJ6,Q6NLH0,1
Q9NWB1,P02545,1
Q6T4P5,P15880,0
P18669,P19256,0
P22953,Q9LVH5,1
P59220,Q9FHZ1,1
Q14318,Q9HAD4,1
Q84TK1,O82277,1
O80345,Q8RWL0,1
Q96PU5,P83916,0
P06865,P30519,0
Q15121,P32780,0
P00797,O43772,0
Q9NQP4,Q9Y2T2,0
Q9P2S5,Q13200,1
O14949,Q00059,1
Q9NRN5,Q9NX95,0
P78362,Q9BW71,1
Q8NB37,O43147,0
O95445,Q8TBK6,0
Q676U5,Q9BQ67,1
Q6IBL2,Q9H5Q2,0
P14866,Q99700,1
Q9LZW2,Q94KL5,1
P61247,Q96C92,0
Q6PF05,Q96PC5,1
Q9C9W9,Q9LKL2,1
Q96K37,Q8IZL8,0
Q99608,O95169,0
Q13200,Q9H8Y8,1
Q9Y228,P35240,0
Q9NW97,Q93033,0
Q15723,Q96EZ8,1
Q96NL6,Q9NWB7,1
P25786,Q16531,1
Q93V43,Q9SCM4,1
O15355,Q15269,0
Q13325,P22061,0
P43034,Q06609,0
Q9Y6A5,P08559,0
Q9FIB6,O23717,1
P50613,Q9BZF9,0
P21860,P68400,0
Q9H0F5,Q5T9A4,0
O60896,P21673,0
P43307,Q969H0,0
Q7Z478,P02774,0
Q9NW13,P43246,0
Q8L9S0,Q940V4,1
Q9Y333,P45984,0
Q9Y6K8,Q8IUX8,0
Q9H8V3,Q13671,0
Q9UPR0,Q92769,0
P07602,P61077,0
O15360,Q9Y6I3,0
P50542,P01270,0
Q01974,P49821,0
Q9NTK5,Q13625,0
A8MT70,Q9Y3C5,0
F4K5X6,Q9S7W5,1
P18848,P05408,0
Q96EH3,O60313,0
P39207,Q1EC66,1
Q8WVB3,P45378,0
Q9NVF7,Q14155,1
Q4G0J3,Q86VQ0,0
Q92800,Q15050,0
P19256,Q9BQ52,0
Q99607,P29590,1
Q6ZMZ3,Q676U5,0
Q9NWV4,P37198,0
Q39024,Q9FJK3,1
Q6X7J9,Q1EC66,1
Q6ZRI8,Q9BRX5,0
P62314,Q13131,0
Q9M3B6,Q8L9Y3,1
P17174,O95696,0
P17094,O23140,1
Q9UQL6,P33992,1
O60504,Q8N684,1
Q13617,P55209,1
Q8L7U5,Q24JJ9,1
O14775,P11166,0
P49736,Q92575,0
Q39228,Q06611,1
Q9Y263,O95568,1
P80098,Q8IW50,0
Q9UBU8,Q9BRK4,1
Q39057,Q9LMA8,1
O60641,P19174,1
O94967,P50542,0
Q9SGW3,Q9SZD4,1
Q9NRS6,P11802,0
P01023,Q9UGL9,0
P30679,Q13200,1
Q9HCE9,Q96FE5,0
Q9Y2H0,P51159,0
Q86VQ0,P14866,0
Q16543,Q9UQ07,1
Q9XFM6,Q9S7I6,1
Q9UEW8,O15360,0
P46734,Q13620,0
Q92625,Q9NYB9,1
P21964,P11766,0
Q93015,P24666,0
Q15233,Q12906,0
P53367,Q13131,0
P49678,Q94AI7,1
Q9H063,P41220,0
Q9NPI1,Q9H8G2,0
Q99961,Q9NPH0,0
P20290,P25098,0
O76061,Q9BVG4,0
Q7Z434,Q8IXT5,0
Q6IQ23,Q00341,1
Q9SUQ2,O82503,1
Q96EP5,Q9NX47,0
O94967,Q5JTY5,0
P13569,P55884,1
Q05397,P43405,1
Q8L7L8,Q9FQ08,1
Q9LJF3,Q9LJF3,1
Q05397,P21860,1
Q5RL73,P05386,0
Q15637,P09496,0
P02545,P35251,1
Q9H2G9,O95429,1
Q93VI3,Q9ZSD4,1
Q13617,Q13200,1
Q8IUR7,O60496,0
Q13561,O14503,0
Q9UJX5,Q9H0H5,1
P50570,Q05397,1
Q8WUB8,Q13113,0
Q9SY65,Q9M1I1,1
Q53EZ4,Q5T8D3,0
O95988,Q8N8Q3,0
O14976,O95571,0
O94874,Q96A33,1
Q9NQY0,Q9H074,0
Q6NMD6,Q9LXV3,1
P62310,O43281,0
Q9SK22,O65569,1
Q96DV4,Q8N5F7,0
P58546,P19838,1
O95235,O14924,1
Q12905,Q8NBJ7,0
P26651,Q8IZL9,0
Q9Y277,P04899,0
P52429,P08559,1
Q9M1Z5,Q9LSQ3,1
Q6ICW6,Q9SCY5,1
Q38828,Q84JM4,1
Q9FLU1,P48512,1
O43572,P55072,1
O60512,P57727,0
O95163,Q9H981,0
P49321,Q16827,0
P42742,Q9C5U3,1
Q9STE5,Q01525,1
P61964,O00522,0
Q4G0J3,Q9NSV4,0
Q8S3F1,Q1PF17,1
Q9SHI7,Q9LEA3,1
Q08112,Q9LK09,1
Q9XIC7,Q9SBJ6,1
O95352,P00558,0
Q9Y230,P43243,1
C0LGQ7,Q9LP24,1
P09467,Q9NUW4,0
Q9FYC2,Q8LDU4,1
Q13885,Q9UI12,0
Q9XIE6,Q1EC66,1
Q9FHD7,O22476,1
Q9SIV2,Q8L4A7,1
P09471,P63272,0
P53497,Q39233,1
Q9SVG4,P42644,1
P56945,Q14498,1
P61604,O75874,0
Q86UA1,O43663,0
Q12846,O14641,0
P26368,Q15427,1
Q8LBI1,O23140,1
P18847,Q7Z2D9,0
Q8IWW6,Q8WVD3,1
Q9SMQ6,Q9SNC6,1
Q92918,Q16531,1
Q9NS91,Q6WCQ1,0
Q9H270,Q99417,0
P46937,Q9P0L0,0
Q13275,A1L0T0,0
Q9HCE1,Q01970,1
Q13561,Q93077,0
Q6NSJ2,P62314,0
Q6T4P5,Q3KQU3,0
Q92782,Q9NWN3,0
Q92615,Q9NRA8,1
P09496,O43353,1
Q9Y285,P80098,0
O75312,Q9P1Z2,0
Q9LU68,Q94AW5,1
Q14596,P05187,1
O15530,Q09013,0
P60033,Q9UBQ5,1
Q9FLP5,Q9LZK5,1
Q9LIG2,Q9FMD7,1
Q8N7R7,Q6UWP8,1
Q14244,Q9UII4,1
Q96MW5,Q99755,0
O00217,Q9Y512,1
Q9NUQ6,Q9Y5S9,0
Q9UHR5,P20827,0
O14717,Q8IUX8,0
Q7Z2D9,O43772,0
O15212,P78362,0
Q8N137,Q8IYB1,1
Q9FKG2,Q8H2D0,1
O76071,Q53HC0,0
Q155Q3,O60518,0
P27448,P25189,0
P49821,Q9UBN7,0
P68400,Q92769,1
Q94F39,Q9SFF4,1
Q6PKC3,O60763,1
Q39237,Q9M1K0,1
Q14181,Q15528,0
Q9M7Q5,Q42396,1
Q9UJW0,Q6WKZ4,0
O81645,P42643,1
P21246,P61604,0
Q9Y2L1,Q92734,0
Q9UBT2,Q9UKV3,1
Q9NXU5,Q9UBL3,0
Q13613,Q12959,1
Q99759,P98170,1
O94887,Q8WV44,1
Q9BRG2,Q6P4A8,1
P06213,O15357,1
O75460,Q86XK2,1
Q9SZG0,Q3EDH8,1
Q14695,O14503,0
Q38832,Q9SNB8,1
Q94JM3,Q27GK7,1
Q9NXL9,Q9BZZ5,1
Q92900,O60566,0
B9DHT4,Q9C5W9,1
Q9NR56,Q16666,1
Q3MHD2,P07948,0
Q9NWB7,Q6EMB2,0
Q8NEM0,Q9UBK9,1
Q9UQ80,Q13107,1
Q92974,P19174,1
Q14194,Q13794,0
P49204,P16181,1
Q84MB2,Q9SGP6,1
P32969,Q9NPJ4,0
P93654,O49377,1
Q96CW5,Q9Y6D9,0
C0LGQ7,Q9SNA3,1
P24394,P52565,0
Q9BYF1,Q9UGI0,0
Q9UJZ1,Q99623,1
O75934,Q9P258,0
O60341,P25705,0
Q8W2F1,Q9FE25,1
P52788,P11766,0
Q9SFD8,Q9SMP0,1
P18848,Q16637,0
Q13885,P51784,0
Q9FIW5,Q8W4J8,1
P42226,O15357,1
P46108,Q8TBB1,0
Q9ULW0,O00161,0
Q9LHP1,P49691,1
Q99816,P00540,0
Q9BVJ6,Q9H4K1,0
Q9C5T4,Q9XEC3,1
Q76MU0,O75251,0
P16181,P46286,1
Q6XE24,O95900,1
Q94AY1,Q84VQ1,1
Q9SA52,Q84V03,1
Q5XPI4,Q15311,0
Q9NQB0,O14544,0
O95544,Q13131,0
P98170,Q9GZM8,0
O60238,Q9BSF8,0
Q9NZ81,P29350,0
Q86U70,P20290,0
Q15714,Q9Y5M8,1
O95858,P43405,0
Q9FMX2,Q8S307,1
P08621,Q15050,1
O43312,Q9UMS0,0
P51149,P60468,1
Q86XR8,Q8N5M1,1
Q94CG2,O22622,1
Q9NRH1,P08865,0
P06858,P14314,0
O95235,Q9BT92,0
Q86YJ6,Q14155,0
P35475,O60502,0
Q6Q0C0,P33981,0
